timestamp,equity,gross_return,net_return,turnover,costs,regime_label,mode
2019-01-01T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-02T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-03T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-04T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-07T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-08T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-09T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-10T00:00:00+00:00,0.9996,0.0,-0.00039999999999995595,2.0,0.0004,TREND,trend_only
2019-01-11T00:00:00+00:00,1.0025582900016121,0.003160105812290981,0.0029594737911284863,1.0,0.00020055176835399326,CHOP,trend_only
2019-01-14T00:00:00+00:00,0.9991974685716105,-0.003152875989273718,-0.0033522454140758606,1.0,0.00019987946960824376,TREND,trend_only
2019-01-15T00:00:00+00:00,0.9989976290778962,0.0,-0.00019999999999997797,1.0,0.0001998394937143221,CHOP,trend_only
2019-01-16T00:00:00+00:00,1.0023996569198959,0.003806964143050262,0.0034054413573931797,2.0,0.00040112031089231524,TREND,trend_only
2019-01-17T00:00:00+00:00,1.01327026528372,0.011451455953765288,0.010844585080193037,3.0,0.0006083271554635102,CHOP,trend_only
2019-01-18T00:00:00+00:00,1.0022342251779892,-0.01049570520164922,-0.010891506919568639,2.0,0.00040105411171588207,TREND,trend_only
2019-01-21T00:00:00+00:00,0.9960485144999305,-0.00617192121628074,-0.00617192121628074,0.0,0.0,CHOP,trend_only
2019-01-22T00:00:00+00:00,1.0024558349858916,0.006432739362276951,0.006432739362276951,0.0,0.0,TREND,trend_only
2019-01-23T00:00:00+00:00,1.0127363064381,0.01025528616166238,0.01025528616166227,0.0,0.0,CHOP,trend_only
2019-01-24T00:00:00+00:00,1.0001539193714342,-0.011910342672214247,-0.012424149294024467,2.6,0.0005203506203957516,TREND,trend_only
2019-01-25T00:00:00+00:00,0.9969220736299326,-0.0032313483743909186,-0.0032313483743908744,0.0,0.0,CHOP,trend_only
2019-01-28T00:00:00+00:00,0.9932324431116,-0.0037010219915164736,-0.003701021991516451,0.0,0.0,TREND,trend_only
2019-01-29T00:00:00+00:00,1.0117989660765578,0.01893757412061654,0.018693029102827774,1.2000000000000002,0.00024289004546928654,CHOP,trend_only
2019-01-30T00:00:00+00:00,0.9967546898800631,-0.01463235103064009,-0.01486883926639282,1.2000000000000002,0.00023927855242379691,TREND,trend_only
2019-01-31T00:00:00+00:00,0.98992403144812,-0.006852898211861013,-0.006852898211860969,0.0,0.0,CHOP,trend_only
2019-02-01T00:00:00+00:00,1.000611094768838,0.011281256887338564,0.010795841884032598,2.4,0.00048052397699800133,TREND,trend_only
2019-02-04T00:00:00+00:00,1.0101143602279208,0.009497461609975555,0.009497461609975666,0.0,0.0,CHOP,trend_only
2019-02-05T00:00:00+00:00,1.0042555839151976,-0.0058001118916883865,-0.0058001118916883865,0.0,0.0,TREND,trend_only
2019-02-06T00:00:00+00:00,1.0025301230223926,-0.0017181491648552427,-0.0017181491648551317,0.0,0.0,CHOP,trend_only
2019-02-07T00:00:00+00:00,1.00737162564348,0.004829283938612594,0.004829283938612594,0.0,0.0,TREND,trend_only
2019-02-08T00:00:00+00:00,1.0157677868830175,0.00833472079797215,0.00833472079797204,0.0,0.0,CHOP,trend_only
