timestamp,symbol,direction,size,engine_source,confidence,regime_label,pair_id,trend_p_up,trend_p_down,decision_threshold,trend_model_version,mode
2019-01-10T00:00:00+00:00,EURUSD,flat,0.0,trend,0.586651721101368,TREND,,0.41334827889863196,0.586651721101368,0.7,in_memory,hybrid
2019-01-10T00:00:00+00:00,GBPUSD,short,1.0,trend,0.7030552919057722,TREND,,0.2969447080942278,0.7030552919057722,0.7,in_memory,hybrid
2019-01-10T00:00:00+00:00,USDJPY,flat,0.0,trend,0.5611097690507698,TREND,,0.5611097690507698,0.4388902309492302,0.7,in_memory,hybrid
2019-01-10T00:00:00+00:00,AUDUSD,long,1.0,trend,0.728535314132659,TREND,,0.728535314132659,0.27146468586734096,0.7,in_memory,hybrid
2019-01-10T00:00:00+00:00,USDCAD,flat,0.0,trend,0.5926824426627354,TREND,,0.4073175573372646,0.5926824426627354,0.7,in_memory,hybrid
2019-01-14T00:00:00+00:00,EURUSD,flat,0.0,trend,0.5234361998155811,TREND,,0.4765638001844189,0.5234361998155811,0.7,in_memory,hybrid
2019-01-14T00:00:00+00:00,GBPUSD,flat,0.0,trend,0.6677504800438449,TREND,,0.33224951995615515,0.6677504800438449,0.7,in_memory,hybrid
2019-01-14T00:00:00+00:00,USDJPY,flat,0.0,trend,0.5434421778935795,TREND,,0.5434421778935795,0.4565578221064205,0.7,in_memory,hybrid
2019-01-14T00:00:00+00:00,AUDUSD,flat,0.0,trend,0.6791593722930965,TREND,,0.6791593722930965,0.32084062770690347,0.7,in_memory,hybrid
2019-01-14T00:00:00+00:00,USDCAD,flat,0.0,trend,0.5594874592449469,TREND,,0.5594874592449469,0.4405125407550531,0.7,in_memory,hybrid
2019-01-16T00:00:00+00:00,EURUSD,flat,0.0,trend,0.5832832769819004,TREND,,0.5832832769819004,0.4167167230180996,0.7,in_memory,hybrid
2019-01-16T00:00:00+00:00,GBPUSD,flat,0.0,trend,0.594200864106713,TREND,,0.405799135893287,0.594200864106713,0.7,in_memory,hybrid
2019-01-16T00:00:00+00:00,USDJPY,flat,0.0,trend,0.5223510848258149,TREND,,0.5223510848258149,0.47764891517418506,0.7,in_memory,hybrid
2019-01-16T00:00:00+00:00,AUDUSD,flat,0.0,trend,0.6101174733401129,TREND,,0.6101174733401129,0.3898825266598871,0.7,in_memory,hybrid
2019-01-16T00:00:00+00:00,USDCAD,long,1.0,trend,0.7532956688042864,TREND,,0.7532956688042864,0.24670433119571356,0.7,in_memory,hybrid
2019-01-18T00:00:00+00:00,EURUSD,flat,0.0,trend,0.6449940343044505,TREND,,0.3550059656955495,0.6449940343044505,0.7,in_memory,hybrid
2019-01-18T00:00:00+00:00,GBPUSD,short,1.0,trend,0.9333641240362202,TREND,,0.06663587596377983,0.9333641240362202,0.7,in_memory,hybrid
2019-01-18T00:00:00+00:00,USDJPY,flat,0.0,trend,0.5678166191797867,TREND,,0.43218338082021335,0.5678166191797867,0.7,in_memory,hybrid
2019-01-18T00:00:00+00:00,AUDUSD,flat,0.0,trend,0.5439538798252997,TREND,,0.45604612017470025,0.5439538798252997,0.7,in_memory,hybrid
2019-01-18T00:00:00+00:00,USDCAD,short,1.0,trend,0.7700461041460261,TREND,,0.22995389585397386,0.7700461041460261,0.7,in_memory,hybrid
2019-01-22T00:00:00+00:00,EURUSD,flat,0.0,trend,0.6536003625763351,TREND,,0.34639963742366486,0.6536003625763351,0.7,in_memory,hybrid
2019-01-22T00:00:00+00:00,GBPUSD,short,1.0,trend,0.9727916338085686,TREND,,0.02720836619143136,0.9727916338085686,0.7,in_memory,hybrid
