timestamp,symbol,direction,size,engine_source,confidence,regime_label,pair_id,mode
2019-01-10T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-10T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-10T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-10T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-10T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-11T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-11T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-11T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-11T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-11T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-14T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-14T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-14T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-14T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-14T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-15T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-15T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-15T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-15T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-15T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-16T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-16T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-16T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-16T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-16T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-17T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-17T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-17T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-17T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-17T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-18T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-18T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-18T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-18T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-18T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-21T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-21T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-21T00:00:00+00:00,USDJPY,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-21T00:00:00+00:00,AUDUSD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-21T00:00:00+00:00,USDCAD,flat,0.0,trend,1.0,CHOP,,trend_only
2019-01-22T00:00:00+00:00,EURUSD,flat,0.0,trend,1.0,TREND,,trend_only
2019-01-22T00:00:00+00:00,GBPUSD,flat,0.0,trend,1.0,TREND,,trend_only
