timestamp,symbol,prev_weight,target_weight,delta_weight,price,engine_source,regime_label,pair_id,commission_bps,slippage_bps,mode
2019-01-24T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,148.13864283819726,trend,TREND,,1.0,1.0,hybrid
2019-01-25T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,148.0816868982493,trend,CHOP,,1.0,1.0,hybrid
2019-01-28T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,148.2616580344046,trend,TREND,,1.0,1.0,hybrid
2019-01-29T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,146.83431855996113,trend,CHOP,,1.0,1.0,hybrid
2019-01-30T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,147.85730307889983,trend,TREND,,1.0,1.0,hybrid
2019-01-30T00:00:00+00:00,USDCAD,0.0,-1.0,-1.0,148.3208579070073,trend,TREND,,1.0,1.0,hybrid
2019-01-31T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,148.28285843144405,trend,CHOP,,1.0,1.0,hybrid
2019-01-31T00:00:00+00:00,USDCAD,-1.0,0.0,1.0,148.26307250743594,trend,CHOP,,1.0,1.0,hybrid
2019-02-01T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,147.35841948321513,trend,TREND,,1.0,1.0,hybrid
2019-02-01T00:00:00+00:00,USDCAD,0.0,-1.0,-1.0,147.3313222840923,trend,TREND,,1.0,1.0,hybrid
2019-02-04T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,147.1811434257234,trend,CHOP,,1.0,1.0,hybrid
2019-02-04T00:00:00+00:00,USDCAD,-1.0,0.0,1.0,146.62079732288305,trend,CHOP,,1.0,1.0,hybrid
2019-02-05T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,147.712356357578,trend,TREND,,1.0,1.0,hybrid
2019-02-05T00:00:00+00:00,USDCAD,0.0,-1.0,-1.0,147.05229963666199,trend,TREND,,1.0,1.0,hybrid
2019-02-06T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,148.06858465169267,trend,CHOP,,1.0,1.0,hybrid
2019-02-06T00:00:00+00:00,USDCAD,-1.0,0.0,1.0,147.08102980583823,trend,CHOP,,1.0,1.0,hybrid
