timestamp,equity,gross_return,net_return,turnover,costs,regime_label,mode
2019-01-01T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-02T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-03T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-04T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-07T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-08T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-09T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-10T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,hybrid
2019-01-11T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,hybrid
2019-01-14T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,hybrid
2019-01-15T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,hybrid
2019-01-16T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,hybrid
2019-01-17T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,hybrid
2019-01-18T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,hybrid
2019-01-21T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,hybrid
2019-01-22T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,hybrid
2019-01-23T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,hybrid
2019-01-24T00:00:00+00:00,0.9998,0.0,-0.00019999999999997797,1.0,0.0002,TREND,hybrid
2019-01-25T00:00:00+00:00,0.9999843634875075,0.0003844772630337001,0.00018440036758105016,1.0,0.0002000368800735162,CHOP,hybrid
2019-01-28T00:00:00+00:00,0.9997843666148101,0.0,-0.00019999999999997797,1.0,0.0001999968726975015,TREND,hybrid
2019-01-29T00:00:00+00:00,1.0092075739835276,0.009627165198113796,0.009425239765074256,1.0,0.00020188189117494048,CHOP,hybrid
2019-01-30T00:00:00+00:00,1.008803890953934,0.0,-0.00040000000000006697,2.0,0.00040368302959341106,TREND,hybrid
2019-01-31T00:00:00+00:00,1.0058909128776585,-0.0024885517657964318,-0.002887556345090081,2.0,0.0004025173720999034,CHOP,hybrid
2019-02-01T00:00:00+00:00,1.0054885565125076,0.0,-0.0003999999999998449,2.0,0.00040235636515106345,TREND,hybrid
2019-02-04T00:00:00+00:00,1.011142669531126,0.006025659759879898,0.005623249495975813,2.0,0.0004046189153786019,CHOP,hybrid
2019-02-05T00:00:00+00:00,1.0107382124633135,0.0,-0.00040000000000006697,2.0,0.00040445706781245047,TREND,hybrid
2019-02-06T00:00:00+00:00,1.0076999677092229,-0.002607008855509463,-0.003005966051967124,2.0,0.00040324128359712797,CHOP,hybrid
2019-02-07T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-08T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,CHOP,hybrid
2019-02-11T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-12T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-13T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-14T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-15T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-18T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-19T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-20T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-21T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-22T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-25T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-26T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-27T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-02-28T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-03-01T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-03-04T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-03-05T00:00:00+00:00,1.0076999677092229,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
