timestamp,symbol,prev_weight,target_weight,delta_weight,price,engine_source,regime_label,pair_id,commission_bps,slippage_bps,mode
2019-01-10T00:00:00+00:00,AUDUSD,0.0,1.0,1.0,141.9868963623591,trend,TREND,,1.0,1.0,trend_only
2019-01-10T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,145.28685687767998,trend,TREND,,1.0,1.0,trend_only
2019-01-11T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,145.02783224617286,trend,CHOP,,1.0,1.0,trend_only
2019-01-14T00:00:00+00:00,AUDUSD,1.0,0.0,-1.0,141.7341650524406,trend,TREND,,1.0,1.0,trend_only
2019-01-15T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,145.4311470474873,trend,CHOP,,1.0,1.0,trend_only
2019-01-16T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,144.87749588539484,trend,TREND,,1.0,1.0,trend_only
2019-01-16T00:00:00+00:00,USDCAD,0.0,1.0,1.0,145.8086610192641,trend,TREND,,1.0,1.0,trend_only
2019-01-17T00:00:00+00:00,EURUSD,0.0,-1.0,-1.0,141.95455178308407,trend,CHOP,,1.0,1.0,trend_only
2019-01-17T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,146.2608612083048,trend,CHOP,,1.0,1.0,trend_only
2019-01-17T00:00:00+00:00,USDCAD,1.0,0.0,-1.0,147.4783824786037,trend,CHOP,,1.0,1.0,trend_only
2019-01-18T00:00:00+00:00,EURUSD,-1.0,0.0,1.0,142.3301695289957,trend,TREND,,1.0,1.0,trend_only
2019-01-18T00:00:00+00:00,USDCAD,0.0,-1.0,-1.0,148.81633010403357,trend,TREND,,1.0,1.0,trend_only
2019-01-24T00:00:00+00:00,AUDUSD,0.0,-0.6,-0.6,142.7148678086771,trend,TREND,,1.0,1.0,trend_only
2019-01-24T00:00:00+00:00,EURUSD,0.0,-0.6,-0.6,141.51588549970108,trend,TREND,,1.0,1.0,trend_only
2019-01-24T00:00:00+00:00,GBPUSD,-1.0,-0.6,0.4,148.13864283819726,trend,TREND,,1.0,1.0,trend_only
2019-01-24T00:00:00+00:00,USDCAD,-1.0,-0.6,0.4,148.27678618589786,trend,TREND,,1.0,1.0,trend_only
2019-01-24T00:00:00+00:00,USDJPY,0.0,-0.6,-0.6,149.14992387055167,trend,TREND,,1.0,1.0,trend_only
2019-01-29T00:00:00+00:00,AUDUSD,-0.6,-0.75,-0.15000000000000002,142.24765066901534,trend,CHOP,,1.0,1.0,trend_only
2019-01-29T00:00:00+00:00,EURUSD,-0.6,0.0,0.6,141.26903921496944,trend,CHOP,,1.0,1.0,trend_only
2019-01-29T00:00:00+00:00,GBPUSD,-0.6,-0.75,-0.15000000000000002,146.83431855996113,trend,CHOP,,1.0,1.0,trend_only
2019-01-29T00:00:00+00:00,USDCAD,-0.6,-0.75,-0.15000000000000002,147.5504030875796,trend,CHOP,,1.0,1.0,trend_only
2019-01-29T00:00:00+00:00,USDJPY,-0.6,-0.75,-0.15000000000000002,148.94488018132836,trend,CHOP,,1.0,1.0,trend_only
2019-01-30T00:00:00+00:00,AUDUSD,-0.75,-0.6,0.15000000000000002,142.67176408996218,trend,TREND,,1.0,1.0,trend_only
2019-01-30T00:00:00+00:00,EURUSD,0.0,-0.6,-0.6,141.6687291957575,trend,TREND,,1.0,1.0,trend_only
2019-01-30T00:00:00+00:00,GBPUSD,-0.75,-0.6,0.15000000000000002,147.85730307889983,trend,TREND,,1.0,1.0,trend_only
2019-01-30T00:00:00+00:00,USDCAD,-0.75,-0.6,0.15000000000000002,148.3208579070073,trend,TREND,,1.0,1.0,trend_only
2019-01-30T00:00:00+00:00,USDJPY,-0.75,-0.6,0.15000000000000002,149.59125897236615,trend,TREND,,1.0,1.0,trend_only
2019-02-01T00:00:00+00:00,AUDUSD,-0.6,0.0,0.6,142.61731437703224,trend,TREND,,1.0,1.0,trend_only
2019-02-01T00:00:00+00:00,EURUSD,-0.6,0.0,0.6,141.66563988495116,trend,TREND,,1.0,1.0,trend_only
2019-02-01T00:00:00+00:00,GBPUSD,-0.6,-1.0,-0.4,147.35841948321513,trend,TREND,,1.0,1.0,trend_only
2019-02-01T00:00:00+00:00,USDCAD,-0.6,-1.0,-0.4,147.3313222840923,trend,TREND,,1.0,1.0,trend_only
