timestamp,symbol,prev_weight,target_weight,delta_weight,price,engine_source,regime_label,pair_id,commission_bps,slippage_bps,mode
2019-01-10T00:00:00+00:00,AUDUSD,0.0,1.0,1.0,141.9868963623591,trend,TREND,,1.0,1.0,hybrid
2019-01-10T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,145.28685687767998,trend,TREND,,1.0,1.0,hybrid
2019-01-11T00:00:00+00:00,AUDUSD,1.0,0.0,-1.0,142.18244868098301,trend,CHOP,,1.0,1.0,hybrid
2019-01-11T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,145.02783224617286,trend,CHOP,,1.0,1.0,hybrid
2019-01-16T00:00:00+00:00,USDCAD,0.0,1.0,1.0,145.8086610192641,trend,TREND,,1.0,1.0,hybrid
2019-01-17T00:00:00+00:00,USDCAD,1.0,0.0,-1.0,147.4783824786037,trend,CHOP,,1.0,1.0,hybrid
2019-01-18T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,147.4089596673633,trend,TREND,,1.0,1.0,hybrid
2019-01-18T00:00:00+00:00,USDCAD,0.0,-1.0,-1.0,148.81633010403357,trend,TREND,,1.0,1.0,hybrid
2019-01-21T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,148.10592519008853,trend,CHOP,,1.0,1.0,hybrid
2019-01-21T00:00:00+00:00,USDCAD,-1.0,0.0,1.0,149.03119304659202,trend,CHOP,,1.0,1.0,hybrid
2019-01-22T00:00:00+00:00,GBPUSD,0.0,-1.0,-1.0,147.89551125191608,trend,TREND,,1.0,1.0,hybrid
2019-01-22T00:00:00+00:00,USDCAD,0.0,-1.0,-1.0,148.2842426901548,trend,TREND,,1.0,1.0,hybrid
2019-01-23T00:00:00+00:00,GBPUSD,-1.0,0.0,1.0,147.28560499635034,trend,CHOP,,1.0,1.0,hybrid
2019-01-23T00:00:00+00:00,USDCAD,-1.0,0.0,1.0,147.37505469313197,trend,CHOP,,1.0,1.0,hybrid
2019-01-24T00:00:00+00:00,AUDUSD,0.0,-0.6,-0.6,142.7148678086771,trend,TREND,,1.0,1.0,hybrid
2019-01-24T00:00:00+00:00,EURUSD,0.0,-0.6,-0.6,141.51588549970108,trend,TREND,,1.0,1.0,hybrid
2019-01-24T00:00:00+00:00,GBPUSD,0.0,-0.6,-0.6,148.13864283819726,trend,TREND,,1.0,1.0,hybrid
2019-01-24T00:00:00+00:00,USDCAD,0.0,-0.6,-0.6,148.27678618589786,trend,TREND,,1.0,1.0,hybrid
2019-01-24T00:00:00+00:00,USDJPY,0.0,-0.6,-0.6,149.14992387055167,trend,TREND,,1.0,1.0,hybrid
2019-01-25T00:00:00+00:00,AUDUSD,-0.6,0.0,0.6,143.12957842864503,trend,CHOP,,1.0,1.0,hybrid
2019-01-25T00:00:00+00:00,EURUSD,-0.6,0.0,0.6,142.17022325386188,trend,CHOP,,1.0,1.0,hybrid
2019-01-25T00:00:00+00:00,GBPUSD,-0.6,0.0,0.6,148.0816868982493,trend,CHOP,,1.0,1.0,hybrid
2019-01-25T00:00:00+00:00,USDCAD,-0.6,0.0,0.6,148.11817424062386,trend,CHOP,,1.0,1.0,hybrid
2019-01-25T00:00:00+00:00,USDJPY,-0.6,0.0,0.6,149.04702762401647,trend,CHOP,,1.0,1.0,hybrid
2019-01-28T00:00:00+00:00,AUDUSD,0.0,-0.6,-0.6,143.10633777346,trend,TREND,,1.0,1.0,hybrid
2019-01-28T00:00:00+00:00,EURUSD,0.0,-0.6,-0.6,142.15282441978366,trend,TREND,,1.0,1.0,hybrid
2019-01-28T00:00:00+00:00,GBPUSD,0.0,-0.6,-0.6,148.2616580344046,trend,TREND,,1.0,1.0,hybrid
2019-01-28T00:00:00+00:00,USDCAD,0.0,-0.6,-0.6,148.7846354268508,trend,TREND,,1.0,1.0,hybrid
2019-01-28T00:00:00+00:00,USDJPY,0.0,-0.6,-0.6,149.15706180859505,trend,TREND,,1.0,1.0,hybrid
2019-01-29T00:00:00+00:00,AUDUSD,-0.6,0.0,0.6,142.24765066901534,trend,CHOP,,1.0,1.0,hybrid
