entry_timestamp,exit_timestamp,symbol,engine_source,entry_regime,exit_regime,pair_id,entry_price,exit_price,entry_weight,entry_regime_prob_trend,entry_regime_prob_chop,entry_regime_prob_risk_off,close_reason,pnl,mode
2019-01-10T00:00:00+00:00,2019-01-11T00:00:00+00:00,AUDUSD,trend,TREND,CHOP,,141.9868963623591,142.18244868098301,1.0,0.43942414982303757,0.42434858869589476,0.13622726148107203,signal_flip_or_flat,0.0013772560963996039,hybrid
2019-01-10T00:00:00+00:00,2019-01-11T00:00:00+00:00,GBPUSD,trend,TREND,CHOP,,145.28685687767998,145.02783224617286,-1.0,0.43942414982303757,0.42434858869589476,0.13622726148107203,signal_flip_or_flat,0.001782849715891377,hybrid
2019-01-16T00:00:00+00:00,2019-01-17T00:00:00+00:00,USDCAD,trend,TREND,CHOP,,145.8086610192641,147.4783824786037,1.0,0.5078729236248236,0.49188614451270396,0.00024093186246946233,signal_flip_or_flat,0.011478455489293953,hybrid
2019-01-18T00:00:00+00:00,2019-01-21T00:00:00+00:00,GBPUSD,trend,TREND,CHOP,,147.4089596673633,148.10592519008853,-1.0,0.5064728617620264,0.4922512195264734,0.0012759187115008318,signal_flip_or_flat,-0.004791610082757158,hybrid
2019-01-18T00:00:00+00:00,2019-01-21T00:00:00+00:00,USDCAD,trend,TREND,CHOP,,148.81633010403357,149.03119304659202,-1.0,0.5064728617620264,0.4922512195264734,0.0012759187115008318,signal_flip_or_flat,-0.0014632043545595083,hybrid
2019-01-22T00:00:00+00:00,2019-01-23T00:00:00+00:00,GBPUSD,trend,TREND,CHOP,,147.89551125191608,147.28560499635034,-1.0,0.5063399473160779,0.4925392410192082,0.0011208116647117097,signal_flip_or_flat,0.004150170209548555,hybrid
2019-01-22T00:00:00+00:00,2019-01-23T00:00:00+00:00,USDCAD,trend,TREND,CHOP,,148.2842426901548,147.37505469313197,-1.0,0.5063399473160779,0.4925392410192082,0.0011208116647117097,signal_flip_or_flat,0.00617044526104086,hybrid
2019-01-24T00:00:00+00:00,2019-01-25T00:00:00+00:00,AUDUSD,trend,TREND,CHOP,,142.7148678086771,143.12957842864503,-0.6,0.505516177244321,0.49277736377660464,0.0017064589790869366,signal_flip_or_flat,-0.0017712041787453772,hybrid
2019-01-24T00:00:00+00:00,2019-01-25T00:00:00+00:00,EURUSD,trend,TREND,CHOP,,141.51588549970108,142.17022325386188,-0.6,0.505516177244321,0.49277736377660464,0.0017064589790869366,signal_flip_or_flat,-0.0028183146399073005,hybrid
2019-01-24T00:00:00+00:00,2019-01-25T00:00:00+00:00,GBPUSD,trend,TREND,CHOP,,148.13864283819726,148.0816868982493,-0.6,0.505516177244321,0.49277736377660464,0.0017064589790869366,signal_flip_or_flat,0.00023434913380238835,hybrid
2019-01-24T00:00:00+00:00,2019-01-25T00:00:00+00:00,USDCAD,trend,TREND,CHOP,,148.27678618589786,148.11817424062386,-0.6,0.505516177244321,0.49277736377660464,0.0017064589790869366,signal_flip_or_flat,0.0006520117433823356,hybrid
2019-01-24T00:00:00+00:00,2019-01-25T00:00:00+00:00,USDJPY,trend,TREND,CHOP,,149.14992387055167,149.04702762401647,-0.6,0.505516177244321,0.49277736377660464,0.0017064589790869366,signal_flip_or_flat,0.0004205030861582048,hybrid
2019-01-28T00:00:00+00:00,2019-01-29T00:00:00+00:00,AUDUSD,trend,TREND,CHOP,,143.10633777346,142.24765066901534,-0.6,0.5057180132878699,0.4933244859559683,0.000957500756150764,signal_flip_or_flat,0.003641177286000461,hybrid
2019-01-28T00:00:00+00:00,2019-01-29T00:00:00+00:00,EURUSD,trend,TREND,CHOP,,142.15282441978366,141.26903921496944,-0.6,0.5057180132878699,0.4933244859559683,0.000957500756150764,signal_flip_or_flat,0.003772740947952443,hybrid
2019-01-28T00:00:00+00:00,2019-01-29T00:00:00+00:00,GBPUSD,trend,TREND,CHOP,,148.2616580344046,146.83431855996113,-0.6,0.5057180132878699,0.4933244859559683,0.000957500756150764,signal_flip_or_flat,0.005842035290492022,hybrid
2019-01-28T00:00:00+00:00,2019-01-29T00:00:00+00:00,USDCAD,trend,TREND,CHOP,,148.7846354268508,147.5504030875796,-0.6,0.5057180132878699,0.4933244859559683,0.000957500756150764,signal_flip_or_flat,0.005033900051770995,hybrid
2019-01-28T00:00:00+00:00,2019-01-29T00:00:00+00:00,USDJPY,trend,TREND,CHOP,,149.15706180859505,148.94488018132836,-0.6,0.5057180132878699,0.4933244859559683,0.000957500756150764,signal_flip_or_flat,0.0008632363265497473,hybrid
2019-01-30T00:00:00+00:00,2019-01-31T00:00:00+00:00,AUDUSD,trend,TREND,CHOP,,142.67176408996218,142.94606469189694,-0.6,0.5029940572329711,0.4920905071684933,0.0049154355985465865,signal_flip_or_flat,-0.0011873554474655932,hybrid
2019-01-30T00:00:00+00:00,2019-01-31T00:00:00+00:00,EURUSD,trend,TREND,CHOP,,141.6687291957575,142.07624017756817,-0.6,0.5029940572329711,0.4920905071684933,0.0049154355985465865,signal_flip_or_flat,-0.0017764677931511358,hybrid
