timestamp,equity,gross_return,net_return,turnover,costs,regime_label,mode
2019-01-01T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-02T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-03T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-04T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-07T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-08T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-09T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,hybrid
2019-01-10T00:00:00+00:00,0.9996,0.0,-0.00039999999999995595,2.0,0.0004,TREND,hybrid
2019-01-11T00:00:00+00:00,1.0023577382332582,0.003160105812290981,0.0027588417699662138,2.0,0.0004011035367079865,CHOP,hybrid
2019-01-14T00:00:00+00:00,1.0023577382332582,0.0,0.0,0.0,0.0,TREND,hybrid
2019-01-15T00:00:00+00:00,1.0023577382332582,0.0,0.0,0.0,0.0,CHOP,hybrid
2019-01-16T00:00:00+00:00,1.0021572666856116,0.0,-0.000200000000000089,1.0,0.00020047154764665166,TREND,hybrid
2019-01-17T00:00:00+00:00,1.0134306997985107,0.011451455953765288,0.01124916566257439,1.0,0.00020272668529676153,CHOP,hybrid
2019-01-18T00:00:00+00:00,1.0130253275185914,0.0,-0.00039999999999995595,2.0,0.0004053722799194043,TREND,hybrid
2019-01-21T00:00:00+00:00,1.006370305801047,-0.00617192121628074,-0.006569452447794166,2.0,0.0004027092060028199,CHOP,hybrid
2019-01-22T00:00:00+00:00,1.0059677576787265,0.0,-0.00040000000000006697,2.0,0.0004025481223204188,TREND,hybrid
2019-01-23T00:00:00+00:00,1.0158777312051663,0.01025528616166238,0.009851184047197536,2.0,0.000406513697961251,CHOP,hybrid
2019-01-24T00:00:00+00:00,1.0152682045664432,0.0,-0.0006000000000000449,3.0,0.0006095266387230998,TREND,hybrid
2019-01-25T00:00:00+00:00,1.0113803267924641,-0.0032313483743909186,-0.0038294095653663707,3.0,0.000607192511582428,CHOP,hybrid
2019-01-28T00:00:00+00:00,1.0107734985963888,0.0,-0.0005999999999999339,3.0,0.0006068281960754786,TREND,hybrid
2019-01-29T00:00:00+00:00,1.0292971475872257,0.01893757412061654,0.018326211576144225,3.0,0.0006179490579871278,CHOP,hybrid
2019-01-30T00:00:00+00:00,1.0286795692986734,0.0,-0.0005999999999999339,3.0,0.0006175782885523355,TREND,hybrid
2019-01-31T00:00:00+00:00,1.0210171548378981,-0.006852898211861013,-0.007448786472933788,3.0,0.0006129780797505893,CHOP,hybrid
2019-02-01T00:00:00+00:00,1.0204045445449954,0.0,-0.0005999999999999339,3.0,0.0006126102929027389,TREND,hybrid
2019-02-04T00:00:00+00:00,1.029477740054936,0.009497461609975555,0.008891763133009434,3.0,0.0006180574785200737,CHOP,hybrid
2019-02-05T00:00:00+00:00,1.028860053410903,0.0,-0.0006000000000000449,3.0,0.0006176866440329616,TREND,hybrid
2019-02-06T00:00:00+00:00,1.0264760629783605,-0.0017181491648552427,-0.0023171182753563,3.0,0.0006162553910216293,CHOP,hybrid
2019-02-07T00:00:00+00:00,1.0258601773405736,0.0,-0.0005999999999999339,3.0,0.0006158856377870163,TREND,hybrid
2019-02-08T00:00:00+00:00,1.0337897892351675,0.00833472079797215,0.00772971996549332,3.0,0.0006206462612978793,CHOP,hybrid
2019-02-11T00:00:00+00:00,1.0333762733194733,0.0,-0.00040000000000006697,2.0,0.000413515915694067,TREND,hybrid
2019-02-12T00:00:00+00:00,1.034143442939989,0.000742391363458661,0.000742391363458772,0.0,0.0,TREND,hybrid
2019-02-13T00:00:00+00:00,1.0196446181596577,-0.014020129295711836,-0.014020129295711836,0.0,0.0,TREND,hybrid
2019-02-14T00:00:00+00:00,1.0394150482916409,0.01979744919429971,0.019389530214621864,2.0,0.00041593239227356583,TREND,hybrid
2019-02-15T00:00:00+00:00,1.0394150482916409,0.0,0.0,0.0,0.0,TREND,hybrid
2019-02-18T00:00:00+00:00,1.0389992822723242,0.0,-0.00040000000000006697,2.0,0.0004157660193166564,TREND,hybrid
2019-02-19T00:00:00+00:00,1.036168885398178,-0.002524661649701221,-0.002724156717371251,1.0,0.00020727523212606084,TREND,hybrid
2019-02-20T00:00:00+00:00,1.028646328766349,-0.006862716639399635,-0.007259971552743827,2.0,0.00041162318077885116,TREND,hybrid
2019-02-21T00:00:00+00:00,1.0158107846278248,-0.012478092595652135,-0.012478092595652135,0.0,0.0,TREND,hybrid
2019-02-22T00:00:00+00:00,1.0160064068185255,0.0001925773910467221,0.0001925773910467221,0.0,0.0,TREND,hybrid
2019-02-25T00:00:00+00:00,1.0201332438923052,0.004463607342960696,0.004061821900023466,2.0,0.00040821658419059833,TREND,hybrid
