timestamp,regime_label,TREND,CHOP,RISK_OFF,mode
2019-01-31T00:00:00+00:00,RISK_OFF,2.1042275186705848e-22,0.19179438515787348,0.808205614842117,trend_only
2019-02-01T00:00:00+00:00,RISK_OFF,1.8135901239071824e-22,0.19187036475230906,0.8081296352477016,trend_only
2019-02-04T00:00:00+00:00,RISK_OFF,1.7775420822445665e-22,0.19180584650427493,0.8081941534957121,trend_only
2019-02-05T00:00:00+00:00,RISK_OFF,1.7617840822684558e-22,0.1918596648542384,0.8081403351457639,trend_only
2019-02-06T00:00:00+00:00,RISK_OFF,1.7458283332501296e-22,0.19181684541991836,0.8081831545800755,trend_only
2019-02-07T00:00:00+00:00,RISK_OFF,1.6835987802123939e-22,0.19185812845563557,0.8081418715443711,trend_only
2019-02-08T00:00:00+00:00,RISK_OFF,1.618237373788292e-22,0.1918296762546991,0.8081703237452941,trend_only
2019-02-11T00:00:00+00:00,RISK_OFF,1.7869779789763102e-22,0.19187302444009036,0.8081269755599034,trend_only
2019-02-12T00:00:00+00:00,RISK_OFF,1.801029239291962e-22,0.19183880196118117,0.8081611980388088,trend_only
2019-02-13T00:00:00+00:00,RISK_OFF,1.491582437682871e-22,0.19184710039842448,0.8081528996015849,trend_only
2019-02-14T00:00:00+00:00,RISK_OFF,1.3841804828941148e-22,0.19182064306994034,0.8081793569300482,trend_only
2019-02-15T00:00:00+00:00,RISK_OFF,1.724823004103761e-22,0.19184654551117458,0.8081534544888156,trend_only
2019-02-18T00:00:00+00:00,RISK_OFF,1.7249960354828543e-22,0.19181795712630867,0.8081820428736836,trend_only
2019-02-19T00:00:00+00:00,RISK_OFF,1.6497823737616952e-22,0.19183654610716652,0.80816345389284,trend_only
2019-02-20T00:00:00+00:00,RISK_OFF,1.776761332121878e-22,0.191819029715301,0.808180970284696,trend_only
2019-02-21T00:00:00+00:00,RISK_OFF,1.290394878893905e-22,0.19179087812437454,0.8082091218756354,trend_only
2019-02-22T00:00:00+00:00,RISK_OFF,1.2260670098281676e-22,0.191811371654053,0.8081886283459354,trend_only
2019-02-25T00:00:00+00:00,RISK_OFF,8.233878451366594e-23,0.1917690449844697,0.8082309550155284,trend_only
2019-02-26T00:00:00+00:00,RISK_OFF,9.408354709852016e-23,0.1918156155492557,0.8081843844507423,trend_only
2019-02-27T00:00:00+00:00,RISK_OFF,9.521051778749428e-23,0.19176581072524945,0.8082341892747475,trend_only
2019-02-28T00:00:00+00:00,RISK_OFF,1.0485240877735976e-22,0.19182793605926268,0.8081720639407395,trend_only
2019-03-01T00:00:00+00:00,RISK_OFF,1.1475060902733934e-22,0.19177750373273114,0.808222496267268,trend_only
2019-03-04T00:00:00+00:00,RISK_OFF,1.0129278281639642e-22,0.19181788391479385,0.8081821160852152,trend_only
2019-03-05T00:00:00+00:00,RISK_OFF,1.0339097279531391e-22,0.1917814200373766,0.8082185799626355,trend_only
2019-03-06T00:00:00+00:00,RISK_OFF,8.880295878655421e-23,0.19180927613098048,0.8081907238690321,trend_only
2019-03-07T00:00:00+00:00,RISK_OFF,9.134464398784338e-23,0.191788190403069,0.8082118095969423,trend_only
2019-03-08T00:00:00+00:00,RISK_OFF,6.361769681038121e-23,0.19178113015276474,0.8082188698472326,trend_only
2019-03-11T00:00:00+00:00,RISK_OFF,5.358295399660433e-23,0.19177311469239583,0.8082268853076158,trend_only
2019-03-12T00:00:00+00:00,RISK_OFF,5.55071456188386e-23,0.1917824329794505,0.8082175670205474,trend_only
2019-03-13T00:00:00+00:00,RISK_OFF,6.035759304210371e-23,0.19176059520143324,0.8082394047985648,trend_only
2019-03-14T00:00:00+00:00,RISK_OFF,1.5225098063897386e-22,0.19182931205645112,0.808170687943559,trend_only
2019-03-15T00:00:00+00:00,RISK_OFF,1.5688795056210506e-22,0.191746249617417,0.8082537503825943,trend_only
2019-03-18T00:00:00+00:00,RISK_OFF,1.543201648320548e-22,0.1918000599086042,0.8081999400913974,trend_only
2019-03-19T00:00:00+00:00,RISK_OFF,1.655004472680536e-22,0.19172403567017884,0.8082759643298161,trend_only
2019-03-20T00:00:00+00:00,RISK_OFF,1.558033985873196e-22,0.1917690525475432,0.8082309474524559,trend_only
2019-03-21T00:00:00+00:00,RISK_OFF,2.5026554638862296e-22,0.19177155481845728,0.8082284451815396,trend_only
2019-03-22T00:00:00+00:00,RISK_OFF,2.2024166949490896e-22,0.19174945099685697,0.8082505490031505,trend_only
2019-03-25T00:00:00+00:00,RISK_OFF,2.4696261499825604e-22,0.19176581869353512,0.8082341813064522,trend_only
2019-03-26T00:00:00+00:00,RISK_OFF,2.8242458165186813e-22,0.19178290147569904,0.8082170985243065,trend_only
2019-03-27T00:00:00+00:00,RISK_OFF,2.842412088144559e-22,0.19176855598685777,0.8082314440131354,trend_only
2019-03-28T00:00:00+00:00,RISK_OFF,2.8535812361223375e-22,0.19178616705928178,0.8082138329407299,trend_only
2019-03-29T00:00:00+00:00,RISK_OFF,2.750935535357252e-22,0.191733335787344,0.8082666642126657,trend_only
2019-04-01T00:00:00+00:00,RISK_OFF,2.8563380169354966e-22,0.19181028641831852,0.8081897135816687,trend_only
2019-04-02T00:00:00+00:00,RISK_OFF,2.49072329124583e-22,0.19171238921877776,0.8082876107812188,trend_only
2019-04-03T00:00:00+00:00,RISK_OFF,2.479018230234079e-22,0.19182692177067145,0.8081730782293365,trend_only
2019-04-04T00:00:00+00:00,RISK_OFF,1.9514442394233e-22,0.19172535645508565,0.8082746435449095,trend_only
2019-04-05T00:00:00+00:00,RISK_OFF,2.0349579105635708e-22,0.19185440015931435,0.8081455998406717,trend_only
2019-04-08T00:00:00+00:00,RISK_OFF,1.8054962412158214e-22,0.19173454548503266,0.8082654545149618,trend_only
2019-04-09T00:00:00+00:00,RISK_OFF,1.798692006756371e-22,0.1918565559104472,0.8081434440895616,trend_only
2019-04-10T00:00:00+00:00,RISK_OFF,1.8736167654920105e-22,0.19174636606954296,0.8082536339304437,trend_only
2019-04-11T00:00:00+00:00,RISK_OFF,1.6974150524762602e-22,0.1918493359050003,0.8081506640949987,trend_only
2019-04-12T00:00:00+00:00,RISK_OFF,1.7285108688732456e-22,0.19175365241366543,0.8082463475863275,trend_only
2019-04-15T00:00:00+00:00,RISK_OFF,1.6040175625367595e-22,0.19185143910910019,0.8081485608909004,trend_only
2019-04-16T00:00:00+00:00,RISK_OFF,1.4084544968544687e-22,0.19175418337099195,0.808245816629009,trend_only
2019-04-17T00:00:00+00:00,RISK_OFF,1.4675820517575236e-22,0.19186199270760929,0.8081380072924013,trend_only
2019-04-18T00:00:00+00:00,RISK_OFF,1.2968765334830163e-22,0.19174960502502866,0.8082503949749681,trend_only
2019-04-19T00:00:00+00:00,RISK_OFF,1.3324531558370147e-22,0.191870573698829,0.8081294263011811,trend_only
2019-04-22T00:00:00+00:00,RISK_OFF,6.240681796642644e-23,0.19171029728768788,0.8082897027123239,trend_only
2019-04-23T00:00:00+00:00,RISK_OFF,5.996094829691228e-23,0.19186467727208573,0.8081353227279084,trend_only
2019-04-24T00:00:00+00:00,RISK_OFF,7.122504227507362e-23,0.1917287765224222,0.8082712234775836,trend_only
2019-04-25T00:00:00+00:00,RISK_OFF,6.802979123869108e-23,0.19183850082950307,0.8081614991704991,trend_only
2019-04-26T00:00:00+00:00,RISK_OFF,8.354016247878877e-23,0.19175384542300505,0.8082461545769862,trend_only
2019-04-29T00:00:00+00:00,RISK_OFF,5.232901398606159e-23,0.19181774157011255,0.808182258429874,trend_only
2019-04-30T00:00:00+00:00,RISK_OFF,7.435988626673595e-23,0.19178444875092673,0.8082155512490842,trend_only
