timestamp,equity,gross_return,net_return,turnover,costs,regime_label,mode
2019-01-01T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-02T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-03T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-04T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-07T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-08T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-09T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,RISK_OFF,trend_only
2019-01-10T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,trend_only
2019-01-11T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,trend_only
2019-01-14T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,trend_only
2019-01-15T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,trend_only
2019-01-16T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,trend_only
2019-01-17T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,trend_only
2019-01-18T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,trend_only
2019-01-21T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,trend_only
2019-01-22T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,TREND,trend_only
2019-01-23T00:00:00+00:00,1.0,0.0,0.0,0.0,0.0,CHOP,trend_only
2019-01-24T00:00:00+00:00,0.9998,0.0,-0.00019999999999997797,1.0,0.0002,TREND,trend_only
2019-01-25T00:00:00+00:00,1.000184400367581,0.0003844772630337001,0.0003844772630337001,0.0,0.0,CHOP,trend_only
2019-01-28T00:00:00+00:00,0.9989688258649577,-0.001215350391564396,-0.001215350391564396,0.0,0.0,TREND,trend_only
2019-01-29T00:00:00+00:00,1.0085860637793256,0.009627165198113796,0.009627165198113907,0.0,0.0,CHOP,trend_only
2019-01-30T00:00:00+00:00,1.00135900272465,-0.006966930680588401,-0.007165537294452351,1.0,0.00020031186291751349,TREND,trend_only
2019-01-31T00:00:00+00:00,0.9988670690102234,-0.0024885517657964318,-0.0024885517657964318,0.0,0.0,CHOP,trend_only
2019-02-01T00:00:00+00:00,1.0113716191619382,0.012518733012297,0.012518733012297112,0.0,0.0,TREND,trend_only
2019-02-04T00:00:00+00:00,1.0172623072697207,0.006025659759879898,0.0058244546279278,1.0,0.00020349316008596134,CHOP,trend_only
2019-02-05T00:00:00+00:00,1.0133880393521821,-0.0036092458550756046,-0.003808524005904479,1.0,0.00020271815150073658,TREND,trend_only
2019-02-06T00:00:00+00:00,1.0105439785339716,-0.002607008855509463,-0.00280648745373846,1.0,0.00020214922555190473,CHOP,trend_only
2019-02-07T00:00:00+00:00,1.013370340136524,0.002997470944210101,0.0027968714500210545,1.0,0.00020271461094949471,TREND,trend_only
2019-02-08T00:00:00+00:00,1.013370340136524,0.0,0.0,0.0,0.0,CHOP,trend_only
2019-02-11T00:00:00+00:00,1.013370340136524,0.0,0.0,0.0,0.0,TREND,trend_only
2019-02-12T00:00:00+00:00,1.013370340136524,0.0,0.0,0.0,0.0,TREND,trend_only
2019-02-13T00:00:00+00:00,1.013370340136524,0.0,0.0,0.0,0.0,TREND,trend_only
2019-02-14T00:00:00+00:00,1.013370340136524,0.0,0.0,0.0,0.0,TREND,trend_only
